id,video,title,upload_date,channel,views,description,chapters,segments,date_updated
81,t4LfM_JjJ2M,"Dash cam Road trip Bangui - Damara, Rte Nationale #2 - Дорога из Банги в сторону Дамары, Сибюта 58км",10032022.0,UCxMvoh9cKP5ORaspSLm0gPw,7227,"Central Africa. Road trip from Bangui toward Damara - Sibut by National Route # 2. Dashcam video. Local views and nature. We passed locations: Primature, OUmar Bongo, Universite de Bangui, Fouh, Hopital Amitie, Gobongo, PK10, PK11, PK12 to PK57, Bimbo 4, Liton, FACA logbase, Guerengou, Ngoundji, Gbango, Gbah, Imohoro, Gbago.  Запись с видеорегистратора. Поездка по федеральной автомобильной дороге № 2 в Центральноафриканской республике в феврале 2022 года. Начиная от центра столицы Банги до 58го километра трассы, в сторону Дамары, Сибюта. Видна придорожная сельская жизнь африканской глубинки и виды природы. Проезжаем места: Primature, OUmar Bongo, Universite de Bangui, Fouh, Hopital Amitie, Gobongo, PK10, PK11, PK12 to PK57, Bimbo 4, Liton, FACA logbase, Guerengou, Ngoundji, Gbango, Gbah, Imohoro, Gbago.  –––––––––––––––––––––––––––––– Malecon by Soyb & Amine Maxwell https://soundcloud.com/soybmusic https://soundcloud.com/aminemaxwell Creative Commons — Attribution 3.0 Unported — CC BY 3.0 Free Download / Stream: https://bit.ly/al-malecon Music promoted by Audio Library https://youtu.be/xbWzYbtMgIE ––––––––––––––––––––––––––––––  🎵 Track Info:  Title: Malecon by Soyb & Amine Maxwell Genre and Mood: Hip Hop & Rap + Funky  ———  🎧 Available on:   Spotify: https://spoti.fi/2ZXg4Jd iTunes: https://apple.co/3fSLyWl Deezer: https://deezer.com/us/track/981045642 SoundCloud: https://soundcloud.com/soybmusic/soyb... Google Play: https://bit.ly/2ZW71Id  Vendredi - Savana ( Free Copyright & Free Download ) https://youtu.be/lgyixLjP9HQ Free download : https://hypeddit.com/link/ecqph2 –––––––––––––––––––––––––––––– Track: Savana — Vendredi [Audio Library Release] Music provided by Audio Library Plus Watch:    • Savana — Vendredi | Free Background M...   Free Download / Stream: https://alplus.io/savana ––––––––––––––––––––––––––––––  –––––––––––––––––––––––––––––– Track: What You Used To Be — Mauro Somm [Audio Library Release] Music provided by Audio Library Plus Watch:   https://youtu.be/gZc12QgEJLQ   • What You Used To Be — Mauro Somm | Fr...   Free Download / Stream: https://alplus.io/what-you-used-be –––––––––––––––––––––––––––––– –––––––––––––––––––––––––––––– Track: Stranger pt. II — SilentCrafter [Audio Library Release] Music provided by Audio Library Plus Watch:   https://www.youtube.com/watch?v=hQZ_aPFmRic   • Stranger pt. II — SilentCrafter | Fre...   Free Download / Stream: https://alplus.io/stranger-pt-ii ––––––––––––––––––––––––––––––",[],3,22112025
82,6YzMyc2qUXQ,Стан дороги Шпола-Миколаїв,30032020.0,UCPB4qVmzkiO9v23pgZP81SA,83,"Через Звенігородка, Тальне, Умань, Голованівськ, Первомайськ, Южноукраїнськ, Вознісенськ, Нова Одеса.",[],3,22112025
83,6vTVCoO0tt0,GUERNSEY Onboard Camara - St Peter Port To The West Coast!!,4082023.0,UCTLdgN87SJTLx5WMOolwRWw,2427,"If you are enjoying my content, become a channel member to get access to our members only perks, monthly live streams, personalised videos and more freebies - https://www.youtube.com/channel/UCTLdgN87SJTLx5WMOolwRWw/join  I have another channel called FOOD DONKEY where I give HONEST FOOD reviews. Here is the link & remember to subscribe!! https://youtube.com/@FOODDONKEY-xg4wz  Why Not Buy Me A Coffee? If you would like to support my channel you can make a small donatation by buying me a coffee,  simply click on this link https://www.buymeacoffee.com/rossphilipl  Subscribe for More free videos all about Guernsey - https://youtube.com/channel/UCTLdgN87SJTLx5WMOolwRWw?sub_confirmation=1  Buy Merchandise: https://living-in-guernsey.myspreadshop.co.uk/  Make sure to Like, Favorite and Share this video and Subscribe if you haven't done so already.  SCHEDULE Videos are uploaded every week. Make sure to Subscribe and hit the Notification bell to be notified when videos go live.  This video is NOT sponsored. Some product links are affiliate links which mean if you buy something we'll receive a small commission.  Other Videos To Watch: GUERNSEY - Exploring The Unique MARKET SQUARE  https://youtu.be/VFJZnX0oiZ0  What’s It Like DRIVING In Guernsey Channel Islands?? https://youtu.be/cVEgScfwK0I  GUERNSEY - Exploring Beautiful St Peter Port High Street https://youtu.be/DZvD4gNJGBI  Guernsey - BIG WEST COAST Drive Along! https://youtu.be/VrgUUIRZdmA",[],3,28112025
84,X0V0RHKKQHI,What’s It Like DRIVING In the LANES of Guernsey Channel Islands??🌴,8022021.0,UCTLdgN87SJTLx5WMOolwRWw,2101,"In this video we see What’s It Like DRIVING In the LANES of Guernsey Channel Islands??🇬🇬 - Guernsey is one of the Channel Islands located in the English Channel between France and the UK. More specifically, it is 120km off the south coast of England and 50km off the north-west coast of France. With a population of 63,026, a population density of 995 people per square km, and an area of 25 square miles, Guernsey is the second largest Channel Island.  Guernsey consists of ten parishes, including the most populated, St Peter Port, Castel, which is the largest, and Torteval – which is the smallest and least populated. These parishes, along with several neighbourhood islands including Sark, Herm and Alderney form a British Crown Dependency called the Bailiwick of Guernsey.  Make sure to Like, Favorite and Share this video and Subscribe if you haven't done so already.  Other Videos To Watch: WALKING TOUR In Guernsey Channel Islands - Port Soif Bay https://youtu.be/Xit0dojvxIo  What’s It Like DRIVING In Guernsey Channel Islands?? https://youtu.be/cVEgScfwK0I  Driving In Guernsey Channel Islands From Val Des Terres To The West Coast https://youtu.be/PrBl5CLLyXw  BIG Waves Crashing onto The Beach In Guernsey Channel Islands https://youtu.be/Y2yIh7PJHAc  SCHEDULE Videos are uploaded every week. Make sure to Subscribe and hit the Notification bell to be notified when videos go live.",[],3,3062025
85,yp75YNtffeI,Onboard Camera - Are The Roads Very Busy In Guernsey? Watch This…,7012023.0,UCTLdgN87SJTLx5WMOolwRWw,2170,"Guernsey is one of the Channel Islands located in the English Channel between France and the UK.   If you are enjoying my content, become a channel member to get access to our members only perks, monthly live streams, personalised videos and more freebies - https://www.youtube.com/channel/UCTLdgN87SJTLx5WMOolwRWw/join  Why Not Buy Me A Coffee? If you would like to support my channel you can make a small donatation by buying me a coffee,  simply click on this link https://www.buymeacoffee.com/rossphilipl  Subscribe for More free videos all about Guernsey - https://youtube.com/channel/UCTLdgN87SJTLx5WMOolwRWw?sub_confirmation=1  Buy Merchandise: https://living-in-guernsey.myspreadshop.co.uk/  Make sure to Like, Favorite and Share this video and Subscribe if you haven't done so already.  SCHEDULE Videos are uploaded every week. Make sure to Subscribe and hit the Notification bell to be notified when videos go live.  This video is NOT sponsored. Some product links are affiliate links which mean if you buy something we'll receive a small commission.  Other Videos To Watch: GUERNSEY - Exploring The Unique MARKET SQUARE  https://youtu.be/VFJZnX0oiZ0  What’s It Like DRIVING In Guernsey Channel Islands?? https://youtu.be/cVEgScfwK0I  GUERNSEY - Exploring Beautiful St Peter Port High Street https://youtu.be/DZvD4gNJGBI  Guernsey - BIG WEST COAST Drive Along! https://youtu.be/VrgUUIRZdmA",[],3,22112025
86,WhJcnT5A8gs,Driving on Faroe Islands. Tórshavn → Sørvágur :: unedited,2072020.0,UCAGoLk9YxYDVYwzUr-s04Pw,368,"Driving from Tórshavn to Sørvágur, Føroyar / Faroe Islands. Aug 14, 2019 Shot on DJI Osmo Action.",[],3,22112025
87,WdSgpPaMh-U,NGOZI to BUJUMBURA,23092021.0,UCTq6FDKuTkMjR9cdxqAjuXA,737,BURUNDI / Ngozi to Bujumbura  Please SUBSCRIB to my Youtube my channel for more videos https://www.youtube.com/channel/UCTq6...,[],3,22112025
88,2La9eJ8l0BI,Driving on Maltese Roads,25042022.0,UCrQQVxEECQd0lHBdCgcSZSw,7758,As you may know I'm uploading videos of driving around #malta. Although its a small island and you could go around the island in 1 day it still going to be challenging especially when you get stuck in #traffic so my suggestion will be avoid main #road in rush hour.  I shot this clip with my iPhone https://amzn.to/3M5WGik stuck as a dashcam,[],5,22112025
89,5aCIzJFtB2U,Real-Time East Oahu Drive,9032020.0,UC8I1XA3xqcfLj0o8F7hkOzg,1597,"Driving from Kahala in East Honolulu to Haleiwa on the North Shore, following the east shore of the island of Oahu. Route includes Hawaii Kai (past Hanauma Bay and Koko Head), Sandy Beach, Makapuu, Waimanalo, Kaneohe, Heeia, Kahaluu, Waikane, Kualoa, Kaaawa, Punaluu, Laie, Kahuku, Kahuku, Sunset Beach, Pupukea, Waimea Bay, Laniakea, and Haleiwa.  Music by Kevin MacLeod (incompetech.com): ""Fluidscape,"" ""Light Awash,"" ""Drone in D,"" and ""Almost in F - Tranquility."" Licensed under a Creative Commons Attribution License (https://creativecommons.org/licenses/by/4.0).",[],3,22112025
90,52gUruwEGrc,Driving in Africa: Zomba - Muheriwa in the dry season (Malawi),19112024.0,UC-ZnfVaa54FcjzRphhrPWZw,339,"In this video, I mounted a GoPro on my car to capture the long drive from Zomba town to the village of Muheriwa, also known as the “Elephant Village.” It’s November, near the end of the dry season, and the landscape reflects it - dusty, dry, and painted in earthy tones.  As the wheels turn and the miles pass, I’m reminded that this journey isn’t just about distance—it’s about purpose. Today, I drive to meet some of the most humble yet faith-filled believers, people whose love for God radiates even amidst profound hardship. Although I go to bless them and encourage them, the reality is that I'm the one who receives the greater blessings.  Their hearts are rich with a devotion that inspires our ministry every day. It’s a privilege to carry hope to those who, though poor in material wealth, are immeasurably rich in spirit.  Let this be a reminder to us all: where love for God abounds, no soul is truly impoverished. Together, we are part of something far greater than ourselves - a family united in His name.  Thank you for being part of this journey. Your prayers and support make this possible.",[],4,22112025
91,AUnaoq6uaiY,"Kingston To Ocho Rios via Highway, Jamaica",2022019.0,UCzg6NzUa9hM_vfpXPh6heMA,296573,"Kingston to Ocho Rios via Highway, Jamaica (Caribbean).  Drive Time 1 hr 10 min (84 km) via Hwy 2000 / Toll Road / Jamaica North South Highway. Driving Distance: 84 km (approximately 52 miles).  ⭐ Points of interest: 0:00 Intro 00:07 Driving north on Slipe Road towards Cross Roads 00:11 Carib 5 Cinema 00:13 Cross Roads 00:38 Cross Roads Bus Station 01:03 Old Hope Road 01:07 Cross Roads Market 01:09 Half Tree Road 01:21 Union Square 01:23 Retirement Road 01:50 Eureka Road 01:56 Retirement Crescent 02:01 Ivy Green Crescent 02:22 Collins Green Avenue 02:43 Beechwood Avenue 03:00 Osbourne Road 03:31 Flow Jamaica Telephone Company 03:35 Oxford Road 03:39 To New Kingston 03:42 To Emancipation Park06:58 Ministry of Transport and Mining 04:22 Carlton Crescent 04:31 Richmond Avenue 04:33 Carlton Crescent 04:37 Chelsea Avenue 04:49 Grove Road 05:12 Balmoral Avenue 05:27 Skibo Avenue 05:38 Heart Institute of the Caribbean 05:42 Bradley Avenue 05:49 Ballater Avenue 06:08 Maxfield Avenue 06:18 Queens Avenue 06:44 Maxfield Avenue 06:53 Cargill Avenue 07:02 National Works Agency 07:09 Half Way Tree Police Station 07:13 Half Way Tree Courthouse 07:19 Half Way Tree Fire Station 07:22 Hagley Park Road 07:25 Eastwood Park Road 07:33 Molynes Road 07:42 South Odeon Avenue 07:47 Half Way Tree Transport Centre 07:55 North Odeon Avenue 08:08 Courtney Walsh Drive 08:16 Hillview Avenue 08:21 Eastwood Avenue 08:29 Westminister Road 08:55 Burlington Avenue 08:55 South Avenue 09:05 Dumbarton Avenue 09:08 Brandon Road 09:25 Red Hills Road 09:28 To Half Way Tree 09:55 Ministry of Justice 09:57 West Kings House Road 10:02 To Usain Bolt's Tracks & Records 10:05 Sandy Gully 10:13 Constant Spring Road 10:18 CVM Television Ltd 10:26 Gore Terrace 10:40 Dunrobin Avenue 10:56 Lindsay Crescent 11:27 Washington Boulevard 11:37 Aldene Drive 11:57 Hugh Miller Avenue 12:20 Hugh Miller Road 13:35 Molynes Road 13:40 To Half Way Tree 13:42 To Zadie Gardens 15:02 Headley Avenue 15:02 Denver Crescent 15:25 Darby Terrace 15:50 Ken Hill Drive 16:28 Patrick Drive 17:29 Weymouth Drive 18:04 Coleyville Avenue 18:29 Duhaney Drive 18:32 Cooreville Community 20:11 To Downtown Kingston 20:26 Six Miles Overpass 20:38 Mandela Highway 22:02 Tom Cringle Drive 22:46 Highway 2000 Ferry Overpass - On and Off Ramp 23:12 Ferry Police Station 23:35 St Andrew / St Catherine Parish Border 24:33 Highway 2000 East/West - Toll Road 24:54 Highway 2000 Overpass - Clarendon To Kingston 25:11 To Portmore | Caymanas 26:22 Highway 2000 North South 26:32 To Caymans Estate 26:43 Caymanas Estate Road / Overpass 27:02 Caymanas Park Toll Plaza 28:19 Caymans Estate 29:13 Caymanas Golf Club Road / Overpass 32:16  Angels | Spanish Town - Exit 40:59 Mid Island Farm 42:28 Linstead Bypass Road Overpass 42:39 Linstead Exit - Linstead Toll Plaza 44:01 Bauxite Plant (Formally ALCAN) 46:05 Mount Rosser 47:22 St Ann / St Catherine Parish Border 49:56 Faiths Pen Overpass 51:10 Moneague exit | Unity Valley Rest Stop 51:35 Moneague, St Ann 54:40 Overpass near Phoenix Park 56:33 Golden Grove Toll Plaza 56:33 Golden Grove | Claremont Exit 1:03:56 Steer Town, St Ann 1:05:51 Roundabout near Drax Hall 1:06:03 To Runaway Bay | Montego Bay | Negril 1:06:13 To Ocho Rios | St Mary 1:07:41 Entering Ocho Rios 1:08:35 One Love Trail 1:08:38 Dunn's River Falls & Park 1:09:02 Dolphin Cove Ocho Rios 1:09:44 Mystic Mountain 1:11:58 Reynold's Pier 1:13:26 Ocho Rios Bypass Road 1:13:28 Main Street Ocho Rios 1:13:35 To Ocho Rios Cruise Terminal 1:15:43 Milford Road 1:16:08 Graham Street 1:17:02 Ocho Rios Craft Market 1:17:07 Newlin Street 1:17:28 Moon Palace Jamaica All Inclusive Resort 1:17:50 Little Pub Plaza 1:18:00 Evelyn Street 1:18:30 James Avenue 1:18:32 Ocho Rios Town Centre 1:18:51 Market Street  SUBSCRIBE NOW! 👉 https://goo.gl/sDr2yz  Website: https://www.injamaica.com  LOCATION: Find this place on Google Maps. ➤ https://goo.gl/maps/URbLhvvCgt4SrbBm8 2019 Jamaica Road Trip  SUPPORT US: Tip the driver or join our paid membership so I can provide you with daily videos. ➤ https://www.youtube.com/@InJamaica/join ➤ https://paypal.me/injamaicaofficial ➤ https://www.patreon.com/injamaica  MERCH: ➤ https://teespring.com/stores/injamaica  CAMERA GEAR USED: ➤ My Camera: https://amzn.to/34phEoM ➤ SD Card: https://amzn.to/38dMpOK  DISCLAIMER: The links to my gears are Amazon associate links. If you purchase a product or service with the links, as an Amazon Associate I earn from qualifying purchases. There is no additional charge to you!   MUSIC: ""Bomber (Sting)"" by Riot (Reggae).  LET'S CONNECT!: ➤ Facebook: https://facebook.com/injamaicaofficial ➤ Instagram: https://instagram.com/injamaicaofficial ➤ Twitter: https://twitter.com/injamaicatravel   #InJamaica #Jamaica #Kingston #OchoRios #Highway2000 #Hwy200 #Ochi #StAnnJamaica  #StAnn",[],2,3062025
